Year_Birth,Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO
0.9804511278195488,1,0.5111751982696466,0.0,0.0,0.5858585858585859,635.0,7.5,546.0,7.5,7.5,88.0,0.3157894736842105,0.7272727272727273,1.0,0.3076923076923077,0.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0,0,0,0,1,0,0,0
0.9789473684210526,1,0.4074770956793922,0.5,0.5,0.38383838383838387,11.0,1.0,6.0,2.0,1.0,6.0,0.21052631578947367,0.09090909090909091,0.1,0.15384615384615385,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
0.9844611528822055,1,0.6296534017971758,0.0,0.0,0.26262626262626265,426.0,49.0,127.0,111.0,21.0,42.0,0.10526315789473684,0.7272727272727273,0.2,0.7692307692307693,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0
0.993984962406015,1,0.2342835036136951,0.5,0.0,0.26262626262626265,11.0,4.0,20.0,10.0,3.0,5.0,0.21052631578947367,0.18181818181818182,0.0,0.3076923076923077,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0
0.9924812030075187,4,0.5125380273269207,0.5,0.0,0.9494949494949496,173.0,43.0,118.0,46.0,27.0,15.0,0.5263157894736842,0.4545454545454546,0.30000000000000004,0.46153846153846156,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9854636591478696,3,0.5496421474668964,0.0,0.5,0.16161616161616163,520.0,42.0,98.0,0.0,42.0,14.0,0.21052631578947367,0.5454545454545454,0.4,0.7692307692307693,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0
0.9874686716791979,1,0.48916770710605445,0.0,0.5,0.3434343434343435,235.0,65.0,164.0,50.0,49.0,27.0,0.42105263157894735,0.6363636363636364,0.30000000000000004,0.5384615384615385,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0
0.9944862155388471,4,0.29414247278738104,0.5,0.0,0.32323232323232326,76.0,10.0,56.0,3.0,1.0,23.0,0.21052631578947367,0.36363636363636365,0.0,0.3076923076923077,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9889724310776942,4,0.26685951430530885,0.5,0.0,0.19191919191919193,14.0,0.0,24.0,3.0,3.0,2.0,0.10526315789473684,0.2727272727272727,0.0,0.15384615384615385,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1,0,0
0.9769423558897242,4,0.049659732357958036,0.5,0.5,0.686868686868687,28.0,0.0,6.0,1.0,1.0,13.0,0.10526315789473684,0.09090909090909091,0.0,0.0,0.07692307692307693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0
0.9899749373433584,0,0.06594334148099952,0.0,0.0,0.595959595959596,6.0,16.0,11.0,11.0,1.0,16.0,0.10526315789473684,0.18181818181818182,0.0,0.23076923076923078,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.981453634085213,1,0.5542142191429124,0.0,0.0,0.8282828282828284,194.0,61.0,480.0,3.5,3.5,30.0,0.10526315789473684,0.2727272727272727,0.4,0.6153846153846154,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0
0.9779448621553885,3,0.5218668120350994,0.5,0.5,0.5353535353535354,233.0,2.0,53.0,3.0,5.0,14.0,0.3157894736842105,0.5454545454545454,0.1,0.38461538461538464,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0
0.9954887218045112,1,0.1523115339300473,0.0,0.0,0.38383838383838387,3.0,14.0,17.0,6.0,1.0,5.0,0.10526315789473684,0.09090909090909091,0.0,0.23076923076923078,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.974937343358396,4,0.7280144899502347,0.0,0.0,0.23232323232323235,1006.0,22.0,115.0,59.0,68.0,45.0,0.10526315789473684,0.6363636363636364,0.6000000000000001,0.9230769230769231,0.23076923076923078,0.0,0.0,6.5,6.5,0.0,0.0,6.5,0,0,0,0,1,0,0,0
0.9919799498746866,1,0.3679638454639773,0.5,0.5,0.5151515151515152,53.0,5.0,19.0,2.0,13.0,4.0,0.3157894736842105,0.2727272727272727,0.0,0.23076923076923078,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.974937343358396,1,0.3320027432430056,0.0,0.0,0.20202020202020204,84.0,5.0,38.0,4.5,12.0,28.0,0.21052631578947367,0.36363636363636365,0.1,0.46153846153846156,0.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0
0.9764411027568922,3,0.676974343643941,0.0,0.5,0.9191919191919192,1012.0,4.5,498.0,0.0,16.0,4.5,0.21052631578947367,1.0,0.4,0.6923076923076923,0.38461538461538464,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9944862155388471,2,0.29729016828740745,0.5,0.0,0.8686868686868687,4.0,17.0,19.0,30.0,24.0,39.0,0.21052631578947367,0.18181818181818182,0.1,0.23076923076923078,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
0.9929824561403509,1,0.32567218246082963,0.0,0.0,0.4141414141414142,86.0,2.0,73.0,69.0,38.0,48.0,0.10526315789473684,0.36363636363636365,0.2,0.38461538461538464,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9914786967418546,1,0.021515114213867443,0.5,0.0,0.42424242424242425,1.0,1.0,1.0,1.0,1.0,1.0,0.10526315789473684,0.0,0.1,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9764411027568922,4,0.5152988552235919,0.0,0.5,0.6363636363636365,867.0,0.0,86.0,0.0,0.0,19.0,0.3157894736842105,0.18181818181818182,0.30000000000000004,0.6923076923076923,0.6153846153846154,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9789473684210526,4,0.574357711853975,0.0,0.5,0.0,384.0,0.0,102.0,21.0,32.0,5.0,0.3157894736842105,0.5454545454545454,0.2,0.6923076923076923,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9774436090225563,1,0.35775581620271857,0.0,0.5,0.696969696969697,270.0,3.0,27.0,39.0,6.0,99.0,0.5789473684210527,0.6363636363636364,0.1,0.38461538461538464,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0
0.9864661654135338,1,0.16344276997204002,0.0,0.0,0.8989898989898991,6.0,4.0,25.0,15.0,12.0,13.0,0.21052631578947367,0.18181818181818182,0.1,0.23076923076923078,0.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
0.9899749373433584,1,0.4691561010779538,0.5,0.5,0.04040404040404041,173.0,4.0,30.0,3.0,6.0,41.0,0.42105263157894735,0.4545454545454546,0.1,0.3076923076923077,0.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9964912280701754,1,0.33727821056148555,0.5,0.0,0.26262626262626265,36.0,2.0,42.0,20.0,21.0,10.0,0.21052631578947367,0.18181818181818182,0.1,0.3076923076923077,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9844611528822055,4,0.743999155925229,0.0,0.0,0.9696969696969697,684.0,4.5,4.5,21.0,66.0,0.0,0.10526315789473684,0.5454545454545454,0.9,0.7692307692307693,0.15384615384615385,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9964912280701754,3,0.0965322594826525,0.0,0.0,0.3434343434343435,8.0,4.0,10.0,2.0,2.0,4.0,0.21052631578947367,0.2727272727272727,0.0,0.23076923076923078,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0
0.9834586466165413,3,0.3395642463994935,0.0,0.0,0.5656565656565657,112.0,17.0,44.0,34.0,22.0,89.0,0.10526315789473684,0.18181818181818182,0.5,0.23076923076923078,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0
0.9869674185463658,1,0.3565160813828758,0.0,0.5,0.31313131313131315,110.0,0.0,5.0,2.0,0.0,3.0,0.21052631578947367,0.18181818181818182,0.1,0.3076923076923077,0.38461538461538464,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0
0.9779448621553885,4,0.409815886190585,0.0,1.0,0.08080808080808081,96.0,12.0,96.0,33.0,22.0,43.0,0.631578947368421,0.36363636363636365,0.1,0.46153846153846156,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,1,0,0,0,0,0
0.974937343358396,3,0.6036629328081312,0.0,0.0,0.04040404040404041,482.0,34.0,471.0,119.0,68.0,22.0,0.10526315789473684,0.2727272727272727,0.5,0.6923076923076923,0.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9774436090225563,3,0.434250092320678,0.5,0.5,0.5555555555555556,40.0,0.0,19.0,2.0,1.0,3.0,0.10526315789473684,0.18181818181818182,0.0,0.23076923076923078,0.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
0.9869674185463658,4,0.5921975838359681,0.0,0.5,0.37373737373737376,702.0,17.0,151.0,0.0,8.0,35.0,0.5263157894736842,0.4545454545454546,0.6000000000000001,0.9230769230769231,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9899749373433584,2,0.20853922309951287,0.5,0.0,0.7676767676767677,6.0,3.0,14.0,15.0,7.0,36.0,0.3157894736842105,0.2727272727272727,0.1,0.15384615384615385,0.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9884711779448621,1,0.3730546714263105,0.0,0.5,1.0,55.0,0.0,6.0,2.0,0.0,4.0,0.21052631578947367,0.09090909090909091,0.1,0.23076923076923078,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0
0.9734335839598997,4,0.43037262384159525,0.0,0.0,0.5353535353535354,437.0,8.0,206.0,6.5,49.0,42.0,0.21052631578947367,0.6363636363636364,1.0,0.38461538461538464,0.46153846153846156,6.5,0.0,0.0,0.0,0.0,0.0,6.5,0,0,1,0,0,0,0,0
0.9919799498746866,1,0.7034923593648337,0.0,0.5,0.030303030303030304,421.0,76.0,536.0,82.0,4.5,102.0,0.21052631578947367,0.7272727272727273,0.6000000000000001,0.38461538461538464,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9944862155388471,3,0.1807638876677159,0.5,0.0,0.888888888888889,13.0,1.0,29.0,3.0,0.0,7.0,0.21052631578947367,0.18181818181818182,0.0,0.23076923076923078,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9804511278195488,1,0.1933810470044138,0.0,0.5,0.04040404040404041,9.0,0.0,6.0,3.0,1.0,3.0,0.10526315789473684,0.0,0.0,0.23076923076923078,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0
0.9894736842105263,3,0.06594334148099952,0.5,0.0,0.19191919191919193,3.0,1.0,10.0,3.0,2.0,12.0,0.3157894736842105,0.18181818181818182,0.0,0.23076923076923078,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9899749373433584,1,0.7028768881776777,0.0,0.0,0.7272727272727273,123.0,3.5,266.0,3.5,30.0,3.5,0.10526315789473684,0.18181818181818182,0.4,0.6923076923076923,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
1.0,2,0.06594334148099952,0.0,0.0,0.24242424242424243,3.0,18.0,14.0,15.0,22.0,50.0,0.3157894736842105,0.2727272727272727,0.1,0.23076923076923078,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,1,0,0,0,0
0.9859649122807017,1,0.3668911671092197,0.5,0.0,0.9292929292929294,13.0,6.0,15.0,3.0,5.0,13.0,0.10526315789473684,0.18181818181818182,0.0,0.15384615384615385,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0
0.9789473684210526,4,0.6378919232595354,0.5,0.5,0.393939393939394,826.0,50.0,317.0,50.0,38.0,38.0,0.894736842105263,0.4545454545454546,0.2,0.9230769230769231,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9804511278195488,1,0.5757820880299646,0.0,0.5,0.29292929292929293,245.0,19.0,125.0,37.0,67.0,14.0,0.10526315789473684,0.36363636363636365,0.2,0.7692307692307693,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0
0.9839598997493734,3,0.6958605166440993,0.0,0.0,0.020202020202020204,650.0,37.0,4.5,27.0,4.5,32.0,0.10526315789473684,0.5454545454545454,0.9,1.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9904761904761904,1,0.3146816255473297,0.5,0.0,0.5454545454545455,12.0,6.0,20.0,30.0,1.0,3.0,0.21052631578947367,0.18181818181818182,0.0,0.23076923076923078,0.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
0.9904761904761904,1,0.7260977368245203,0.0,0.0,0.5454545454545455,510.0,5.5,550.0,5.5,40.0,5.5,0.10526315789473684,0.36363636363636365,0.9,0.5384615384615385,0.07692307692307693,5.5,0.0,0.0,5.5,0.0,0.0,5.5,0,0,1,0,0,0,0,0
0.9909774436090225,1,0.5835809872157841,0.5,0.5,0.5757575757575758,328.0,9.0,124.0,12.0,24.0,109.0,0.5789473684210527,0.36363636363636365,0.2,0.7692307692307693,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9794486215538847,3,0.724356832609422,0.0,0.0,0.5555555555555556,984.0,51.0,432.0,6.5,6.5,6.5,0.10526315789473684,0.2727272727272727,1.0,1.0,0.07692307692307693,0.0,0.0,6.5,0.0,0.0,0.0,6.5,0,0,0,0,0,1,0,0
0.9849624060150376,1,0.6179946190233351,0.0,0.0,0.30303030303030304,295.0,35.0,482.0,5.0,5.0,40.0,0.10526315789473684,0.4545454545454546,0.5,0.7692307692307693,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,1,0,0,0,0,0
0.9959899749373433,1,0.2456433432394886,0.5,0.0,0.31313131313131315,13.0,0.0,8.0,2.0,1.0,5.0,0.10526315789473684,0.09090909090909091,0.0,0.3076923076923077,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
0.9859649122807017,4,0.4919724972303796,0.0,0.5,0.6363636363636365,447.0,0.0,28.0,0.0,0.0,43.0,0.3157894736842105,0.7272727272727273,0.2,0.46153846153846156,0.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
0.9929824561403509,3,0.6662651449874267,0.0,0.0,0.12121212121212122,712.0,26.0,538.0,69.0,13.0,80.0,0.10526315789473684,0.2727272727272727,0.6000000000000001,0.8461538461538463,0.07692307692307693,0.0,4.5,4.5,0.0,0.0,0.0,4.5,0,0,0,0,1,0,0,0
0.9894736842105263,1,0.5860428719644081,0.5,0.5,0.18181818181818182,452.0,18.0,102.0,16.0,18.0,6.0,0.42105263157894735,0.36363636363636365,0.2,0.9230769230769231,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0
